# Dictionary extracted from https://synagonism.net/otenet/gr/gpd.html
# Thanks to Nikos Kasseluris at https://synagonism.net
αβάκιο α-βά-κι-ο
κύβοι κύ-βοι
κύβος κύ-βος
κύηση κύ-η-ση
κύκλο κύ-κλο
κύκλος κύ-κλος
κύκλους κύ-κλους
κυκλοφορεί κυ-κλο-φο-ρεί
κυκλοφορήσει κυ-κλο-φο-ρή-σει
κυκλοφορία κυ-κλο-φο-ρί-α
κυκλοφοριακό κυ-κλο-φο-ρι-α-κό
κυκλοφορίας κυ-κλο-φο-ρί-ας
κυκλοφορικό κυ-κλο-φο-ρι-κό
κυκλοφορούν κυ-κλο-φο-ρούν
κύκλωμα κύ-κλω-μα
κυκλώματα κυ-κλώ-μα-τα
κυκλωμάτων κυ-κλω-μά-των
κυλάνε κυ-λά-νε
κυμαίνεται κυ-μαί-νε-ται
κυμαιος κυ-μαι-ος
κυνήγα κυ-νή-γα
κυνηγάω κυ-νη-γά-ω
κυνηγηθεί κυ-νη-γη-θεί
κυνηγήθηκα κυ-νη-γή-θη-κα
κυνήγησα κυ-νή-γη-σα
κυνήγησε κυ-νή-γη-σε
κυνηγήσει κυ-νη-γή-σει
κυνηγήσω κυ-νη-γή-σω
κυνήγι κυ-νή-γι
κυνηγιέμαι κυ-νη-γιέ-μαι
κυνηγιόμουν κυ-νη-γιό-μουν
κυνηγούσα κυ-νη-γού-σα
κυνηγών κυ-νη-γών
κυνηγώντας κυ-νη-γώ-ντας
Κυνικλής Κυ-νι-κλής
Κυπριώτης Κυ-πρι-ώ-της
κυρία κυ-ρί-α
κύρια κύ-ρι-α
Κυριακή Κυρ-ια-κή
κυρίαρχη κυ-ρί-αρ-χη
κυριάρχησαν κυ-ρι-άρ-χη-σαν
κυριάρχησε κυ-ρι-άρ-χη-σε
κυριαρχήσει κυ-ρι-αρ-χή-σει
κυριαρχήσουν κυ-ρι-αρ-χή-σουν
κυρίαρχο κυ-ρί-αρ-χο
κυρίαρχου κυ-ρί-αρ-χου
κυρίαρχων κυ-ρί-αρ-χων
κύριε κύ-ρι-ε
κύριο κύ-ρι-ο
κύριοι κύ-ρι-οι
κύριος κύ-ρι-ος
κυριότερος κυ-ρι-ό-τε-ρος
κυριότητα κυ-ρι-ό-τη-τα
κυριότητας κυ-ρι-ό-τη-τας
κυρίως κυ-ρί-ως
κύρος κύ-ρος
κύστη κύ-στη
κύτταρα κύ-ττα-ρα
κυτταρική κυ-ττα-ρι-κή
κυτταρικού κυ-ττα-ρι-κού
κύτταρο κύ-ττα-ρο
κύτταρου κύ-ττα-ρου
κύτταρων κύ-ττα-ρων
κυψελίδα κυ-ψε-λί-δα
κώδικα κώ-δι-κα
κώδικας κώ-δι-κας
κώδικες κώ-δι-κες
κωδικοποιήσεις κω-δι-κο-ποι-ή-σεις
κωδικοποίηση κω-δι-κο-ποί-η-ση
κωδικοποιούν κω-δι-κο-ποι-ούν
κωδικός κω-δι-κός
κωδίκων κω-δί-κων
κώδωνα κώ-δω-να
κωλικός κω-λι-κός
κώλυμα κώ-λυ-μα
κωμωδία κω-μω-δί-α
Κωνσταντακόπουλοι Κων-στα-ντα-κό-που-λοι
Κωνσταντινίδης Κων-στα-ντι-νί-δης
Κωνσταντίνος Κων-στα-ντί-νος
Κωσταράκη Κω-στα-ρά-κη
Κωσταρέλος Κω-στα-ρέ-λος
Κώστας Κώ-στας
Κωττή Κω-ττή
λα λα
λάβα λά-βα
λάβαινε λά-βαι-νε
λάβε λά-βε
λάβει λά-βει
Λαβουαζιέρ Λα-βου-α-ζι-έρ
λαβύρινθο λα-βύ-ριν-θο
λαβυρίνθου λα-βυ-ρίν-θου
λαβυρίνθους λα-βυ-ρίν-θους
λάβω λά-βω
Λάγκερλεφ Λά-γκερ-λεφ
Λαγογιάννης Λα-γο-γιά-ννης
λαγουδέρα λα-γου-δέ-ρα
λαγούτο λα-γού-το
λαδί λα-δί
λάδι λά-δι
λαθεμένων λα-θε-μέ-νων
λάθος λά-θος
λάθρα λά-θρα
λαϊκές λα-ϊ-κές
λαίλαπα λαί-λα-πα
λαιμαργία λαι-μαρ-γί-α
λαιμός λαι-μός
λαιμού λαι-μού
λαιμούς λαι-μούς
Λάιμπνιτς Λά-ιμπ-νιτς
λάκας λά-κας
λακές λα-κές
λάκκος λά-κκος
λάλα λά-λα
Λάλλας Λά-λλας
λαμαρίνα λα-μα-ρί-να
λαμβάνει λαμ-βά-νει
λαμβάνοντας λαμ-βά-νο-ντας
λαμβάνω λαμ-βά-νω
λάμδα λάμ-δα
λαμιακό λα-μι-α-κό
λαμπηδόνα λα-μπη-δό-να
λάμπουν λά-μπουν
λανθάνουσα λαν-θά-νου-σα
λανθασμένη λαν-θα-σμέ-νη
λανθασμένης λαν-θα-σμέ-νης
Λάνκα Λάν-κα
λάντζα λά-ντζα
λαξευμένες λα-ξευ-μέ-νες
λαό λα-ό
λαογραφία λα-ο-γρα-φί-α
λαοκρατική λα-ο-κρα-τι-κή
λαός λα-ός
Λαπάγεβα Λα-πά-γε-βα
λαρδί λαρ-δί
λάρυγγας λά-ρυ-γγας
Λασάλ Λα-σάλ
Λάσκαρη Λά-σκα-ρη
Λάσκαρης Λά-σκα-ρης
λατινική λα-τι-νι-κή
λατινογενής λα-τι-νο-γε-νής
λατρεία λα-τρεί-α
λαφαρας λα-φα-ρας
λαχάνιασμα λα-χά-νια-σμα
λαχανικό λα-χα-νι-κό
λαών λα-ών
λέβητας λέ-βη-τας
λέγεται λέ-γε-ται
λεγκο λε-γκο
λεγομένη λε-γο-μέ-νη
λεγόμενη λε-γό-με-νη
λέγονται λέ-γο-νται
λέγοντας λέ-γο-ντας
λεγόταν λε-γό-ταν
λεει λε-ει
λεζάντα λε-ζά-ντα
λεηλατώ λε-η-λα-τώ
λεία λεί-α
λειαίνεται λει-αί-νε-ται
λείο λεί-ο
λείος λεί-ος
λείπει λεί-πει
λείπετε λεί-πε-τε
λειτουργεί λει-τουρ-γεί
λειτουργήσει λει-τουρ-γή-σει
λειτουργία λει-τουρ-γί-α
λειτουργίας λει-τουρ-γί-ας
λειτουργίες λει-τουρ-γί-ες
λειτουργική λει-τουρ-γι-κή
λειτουργικό λει-τουρ-γι-κό
λειτουργικός λει-τουρ-γι-κός
λειτουργικού λει-τουρ-γι-κού
λειτουργικών λει-τουρ-γι-κών
λειτουργισμού λει-τουρ-γι-σμού
λειτουργιών λει-τουρ-γι-ών
λειτουργούν λει-τουρ-γούν
λεκάνη λε-κά-νη
λεκτημα λε-κτη-μα
λεκτιδιο λε-κτι-δι-ο
λεκτικό λε-κτι-κό
λέκτωρ λέ-κτωρ
λέμβος λέμ-βος
λέμε λέ-με
λεμονάτες λε-μο-νά-τες
λεμονάτο λε-μο-νά-το
λεμονής λε-μο-νής
λεμονιά λε-μο-νιά
λεμφαγγείο λεμ-φα-γγεί-ο
λεμφογαγγλιο λεμ-φο-γα-γγλι-ο
λεμφοκύτταρο λεμ-φο-κύ-ττα-ρο
λέμφος λέμ-φος
λεμφοφόρο λεμ-φο-φό-ρο
Λένγκ Λένγκ
λένε λέ-νε
λενινισμός λε-νι-νι-σμός
λενινιστική λε-νι-νι-στι-κή
λέξεις λέ-ξεις
λέξεων λέ-ξε-ων
λέξη λέ-ξη
λέξης λέ-ξης
λεξικό λε-ξι-κό
λεξικός λε-ξι-κός
λεξικών λε-ξι-κών
λεξιλόγιο λε-ξι-λό-γι-ο
Λεοντίτσης Λε-ο-ντί-τσης
λεπρά λε-πρά
λεπτά λε-πτά
λεπτό λε-πτό
λες λες
λεσβιακή λε-σβι-α-κή
λεσοτο λε-σο-το
λέσχες λέ-σχες
λεσχών λε-σχών
λετε λε-τε
λέτε λέ-τε
Λευκίμης Λευ-κί-μης
λευκό λευ-κό
λευκοκύτταρο λευ-κο-κύ-ττα-ρο
λευκοκύτταρου λευ-κο-κύ-ττα-ρου
λευκώ λευ-κώ
λευτεριάς λε-υτε-ρι-άς
λευχαιμία λευ-χαι-μί-α
λεφτά λε-φτά
λεχθεί λε-χθεί
λεωφορεία λε-ω-φο-ρεί-α
λεωφορείο λε-ω-φο-ρεί-ο
λεωφόροι λε-ω-φό-ροι
λημέρι λη-μέ-ρι
λήξαν λή-ξαν
λησμονηθεί λη-σμο-νη-θεί
λησμονήθηκα λη-σμο-νή-θη-κα
λησμόνησα λη-σμό-νη-σα
λησμονήσει λη-σμο-νή-σει
λησμονιόμουν λη-σμο-νιό-μουν
λησμονούμαι λη-σμο-νού-μαι
λησμονούσα λη-σμο-νού-σα
λησμονώ λη-σμο-νώ
λήψη λή-ψη
λήψης λή-ψης
λιακάδα λια-κά-δα
λιανική λια-νι-κή
λιανοντούφεκο λια-νο-ντού-φε-κο
Λιανός Λια-νός
Λιάπης Λιά-πης
Λιβάνη Λι-βά-νη
λίγα λί-γα
λιγάκι λι-γά-κι
λίγες λί-γες
λίγη λί-γη
λίγης λί-γης
λίγο λί-γο
λιγότερα λι-γό-τε-ρα
λιγότερο λι-γό-τε-ρο
λιγότεροι λι-γό-τε-ροι
λίγους λί-γους
Λιδάκης Λι-δά-κης
λίθος λί-θος
λιθόστρωτη λι-θό-στρω-τη
Λίκερτ Λί-κερτ
λικνίσει λι-κνί-σει
λίμνη λί-μνη
λιοντάρι λιο-ντά-ρι
λίπασμα λί-πα-σμα
λίπη λί-πη
λιποθυμιά λι-πο-θυ-μιά
λίπος λί-πος
λιπώδες λι-πώ-δες
Λιστ Λιστ
λίστα λί-στα
λίστες λί-στες
λιτών λι-τών
Λιχτενστάιν Λι-χτεν-στά-ιν
λιώνω λιώ-νω
λοβός λο-βός
λογαριασμό λο-γαρ-ια-σμό
λογαριασμός λο-γαρ-ια-σμός
λόγγων λό-γγων
λόγημα λό-γη-μα
λόγια λό-για
λογιζόμενο λο-γι-ζό-με-νο
λογιζων λο-γί-ζων
λογικά λο-γι-κά
λογικές λο-γι-κές
λογική λο-γι-κή
λογικής λο-γι-κής
λογικό λο-γι-κό
λογισμικό λο-γι-σμι-κό
λογισμικού λο-γι-σμι-κού
λογισμός λο-γι-σμός
λογιστές λο-γι-στές
λογιστικές λο-γι-στι-κές
λογιστική λο-γι-στι-κή
λογιστικό λο-γι-στι-κό
λόγο λό-γο
Λογοθέτης Λο-γο-θέ-της
λόγοι λό-γοι
λογομάθεια λο-γο-μά-θει-α
λόγος λό-γος
λογοτέχνης λο-γο-τέ-χνης
λογοτεχνία λο-γο-τε-χνί-α
λογοτεχνική λο-γο-τε-χνι-κή
λόγου λό-γου
λόγους λό-γους
λόγω λό-γω
Λοίζος Λο-ί-ζος
λοιμός λοι-μός
λοιμώδες λοι-μώ-δες
λοίμωξη λοί-μω-ξη
λοιπόν λοι-πόν
Λοκ Λοκ
λοκαγιάτα λο-κα-γιά-τα
Λομβαρδοί Λομ-βαρ-δοί
Λονδίνο Λον-δί-νο
λονδίνο λον-δί-νο
Λοπάτα Λο-πά-τα
λόρδα λόρ-δα
Λούβρο Λού-βρο
Λούγγης Λού-γγης
Λουιζίδης Λου-ι-ζί-δης
λουκ λουκ
λούκια λού-κια
Λούκιος Λού-κι-ος
Λούκισσας Λού-κι-σσας
λουλουδάκι λου-λου-δά-κι
λουλούδι λου-λού-δι
Λούντβιχ Λούντ-βιχ
Λούξεμπουργκ Λού-ξε-μπουργκ
λούσια λού-σια
λουτρού λου-τρού
λυγαριά λυ-γαρ-ιά
Λυγεράκης Λυ-γε-ρά-κης
λυγίζω λυ-γί-ζω
λυθεί λυ-θεί
λύθηκα λύ-θη-κα
λυκαυγές λυ-κα-υγές
λύκειο λύ-κει-ο
λυκείου λυ-κεί-ου
λύκος λύ-κος
λύνομαι λύ-νο-μαι
λυνόμουν λυ-νό-μουν
λύνω λύ-νω
λυπάμαι λυ-πά-μαι
λυπηρός λυ-πη-ρός
Λυριντζάκης Λυ-ρι-ντζά-κης
λύσει λύ-σει
λύσεις λύ-σεις
λύση λύ-ση
λύσης λύ-σης
λυσιτελής λυ-σι-τε-λής
λύσουν λύ-σουν
λυσσά λυ-σσά
λυτρώνει λυ-τρώ-νει
λύω λύ-ω
λύων λύ-ων
λυώνω λυώ-νω
λωποδύτης λω-πο-δύ-της
λώρος λώ-ρος
λωτ λωτ
μα μα
μαγαζί μα-γα-ζί
μαγειρεία μα-γει-ρεί-α
μαγειρεμένη μα-γει-ρε-μέ-νη
μαγειρεμένης μα-γει-ρε-μέ-νης
μαγειρικής μα-γει-ρι-κής
μαγειρικός μα-γει-ρι-κός
μαγιά μα-γιά
Μαγιακόφσκι Μα-για-κόφ-σκι
μαγιάς μα-γιάς
μαγικές μα-γι-κές
μαγισσών μα-γι-σσών
μάγκας μά-γκας
Μαγκλιβέρας Μα-γκλι-βέ-ρας
Μαγκρέκορ Μα-γκρέ-κορ
μαγνητοσκόπηση μα-γνη-το-σκό-πη-ση
μαγνητόφωνο μα-γνη-τό-φω-νο
μαγνητόφωνου μα-γνη-τό-φω-νου
μαγουλάδες μα-γου-λά-δες
μάγουλο μά-γου-λο
μάζα μά-ζα
μαζεμένοι μα-ζε-μέ-νοι
μάζες μά-ζες
μαζευτήκανε μα-ζε-υτή-κα-νε
μαζεύω μα-ζε-ύω
μαζης μα-ζης
μαζί μα-ζί
μαζικού μα-ζι-κού
μάθαινα μά-θαι-να
μάθαινε μά-θαι-νε
μαθαίνοντας μα-θαί-νο-ντας
μαθαίνω μα-θαί-νω
μάθε μά-θε
μάθει μά-θει
μάθεις μά-θεις
μάθετε μά-θε-τε
μαθεύεται μα-θε-ύε-ται
μάθημα μά-θη-μα
μαθήματα μα-θή-μα-τα
μαθηματικά μα-θη-μα-τι-κά
μαθηματικές μα-θη-μα-τι-κές
μαθηματική μα-θη-μα-τι-κή
μαθηματικής μα-θη-μα-τι-κής
μαθηματικός μα-θη-μα-τι-κός
μαθηματικών μα-θη-μα-τι-κών
μάθηση μά-θη-ση
μαθητής μα-θη-τής
μάθουν μά-θουν
μάθω μά-θω
μαία μαί-α
μαιευτήριο μαι-ε-υτή-ρι-ο
μαϊμού μα-ϊ-μού
μαίνεται μαί-νε-ται
Μάινχοφ Μά-ιν-χοφ
μακαρονάδα μα-κα-ρο-νά-δα
Μακεδόνες Μα-κε-δό-νες
μακεδονικά μα-κε-δο-νι-κά
μακριά μα-κρι-ά
μακροοικονομική μα-κρο-οι-κο-νο-μι-κή
μακροπρόθεσμα μα-κρο-πρό-θε-σμα
μακρύ μα-κρύ
μακρυγένηδες μα-κρυ-γέ-νη-δες
μακρύς μα-κρύς
μαλακίες μα-λα-κί-ες
Μαλδίβες Μαλ-δί-βες
Μάλερ Μά-λερ
μαλθακός μαλ-θα-κός
Μάλιος Μά-λι-ος
μάλιστα μά-λι-στα
μαλλιά μα-λλιά
μαλλιαρής μα-λλια-ρής
μαλλιών μα-λλιών
μάλλον μά-λλον
μαλπιγγειανό μαλ-πι-γγει-α-νό
μαμ μαμ
μαμά μα-μά
μαμούθ μα-μούθ
Μαμουρής Μα-μου-ρής
Μαν Μαν
μάνα μά-να
μάνατζερ μά-να-τζερ
μάνατζμεντ μά-νατζ-μεντ
μανία μα-νί-α
μανιφέστο μα-νι-φέ-στο
Μαντέλ Μα-ντέλ
Μαντζόπουλος Μα-ντζό-που-λος
μαντήλι μα-ντή-λι
μάντης μά-ντης
Μανωλκίδης Μα-νωλ-κί-δης
Μαξ Μαξ
μαουκάς μα-ου-κάς
Μαραγκάκη Μα-ρα-γκά-κη
Μαρία Μα-ρί-α
Μαρινέλα Μα-ρι-νέ-λα
Μαριολάκος Μαρ-ιο-λά-κος
Μαρκ Μαρκ
μάρκα μάρ-κα
Μάρκογλου Μάρ-κο-γλου
Μαρκόπουλος Μαρ-κό-που-λος
Μάρκος Μάρ-κος
μαρμελάδα μαρ-με-λά-δα
Μαρξ Μαρξ
μαρξισμό μαρ-ξι-σμό
μαρξισμός μαρ-ξι-σμός
μαρξιστής μαρ-ξι-στής
μαρξιστική μαρ-ξι-στι-κή
μαρξιστών μαρ-ξι-στών
μαρούλι μα-ρού-λι
Μαρτίν Μαρ-τίν
Μαρτινίκ Μαρ-τι-νίκ
μαρτυρίες μαρ-τυ-ρί-ες
μαρτυρούν μαρ-τυ-ρούν
μας μας
μασητήριος μα-ση-τή-ρι-ος
μασκέ μα-σκέ
μάστιγα μά-στι-γα
μαστορέματος μα-στο-ρέ-μα-τος
μαστός μα-στός
μαστροπεία μα-στρο-πεί-α
μάτι μά-τι
μάτια μά-τια
ματιού μα-τιού
ματόκλαδα μα-τό-κλα-δα
